,STATION,ELEMENT,YEAR,TIMEFUNCTION,MDFUNCTION,VALUE,FLAG_REPEAT,FLAG_INTERRUPTED,Unnamed: 8
4812,0-203-0-11514,TMA,1925,21:00,GE(34),0.0,,,
4816,0-203-0-11514,TMA,1925,21:00,GE(35),0.0,,,
4820,0-203-0-11514,TMA,1925,21:00,L(0),19.0,,,
4824,0-203-0-11514,TMA,1925,21:00,MAX,30.6,,,
4828,0-203-0-11514,TMA,1925,21:00,MIN,-7.1,,,
4832,0-203-0-11514,TMA,1926,21:00,AVG,13.6,,,
4836,0-203-0-11514,TMA,1926,21:00,GE(25),28.0,,,
4840,0-203-0-11514,TMA,1926,21:00,GE(30),1.0,,,
4844,0-203-0-11514,TMA,1926,21:00,GE(34),0.0,,,
4848,0-203-0-11514,TMA,1926,21:00,GE(35),0.0,,,
4852,0-203-0-11514,TMA,1926,21:00,L(0),13.0,,,
4856,0-203-0-11514,TMA,1926,21:00,MAX,30.4,,,
4860,0-203-0-11514,TMA,1926,21:00,MIN,-7.4,,,
4864,0-203-0-11514,TMA,1927,21:00,AVG,13.2,,,
4868,0-203-0-11514,TMA,1927,21:00,GE(25),37.0,,,
4872,0-203-0-11514,TMA,1927,21:00,GE(30),5.0,,,
4876,0-203-0-11514,TMA,1927,21:00,GE(34),0.0,,,
4880,0-203-0-11514,TMA,1927,21:00,GE(35),0.0,,,
4884,0-203-0-11514,TMA,1927,21:00,L(0),18.0,,,
4888,0-203-0-11514,TMA,1927,21:00,MAX,31.9,,,
4892,0-203-0-11514,TMA,1927,21:00,MIN,-10.4,,,
4896,0-203-0-11514,TMA,1928,21:00,AVG,13.6,,,
4900,0-203-0-11514,TMA,1928,21:00,GE(25),47.0,,,
4904,0-203-0-11514,TMA,1928,21:00,GE(30),12.0,,,
4908,0-203-0-11514,TMA,1928,21:00,GE(34),2.0,,,
4912,0-203-0-11514,TMA,1928,21:00,GE(35),0.0,,,
4916,0-203-0-11514,TMA,1928,21:00,L(0),10.0,,,
4920,0-203-0-11514,TMA,1928,21:00,MAX,34.5,,,
4924,0-203-0-11514,TMA,1928,21:00,MIN,-5.1,,,
4928,0-203-0-11514,TMA,1929,21:00,AVG,12.5,,,
4932,0-203-0-11514,TMA,1929,21:00,GE(25),53.0,,,
4936,0-203-0-11514,TMA,1929,21:00,GE(30),13.0,,,
4940,0-203-0-11514,TMA,1929,21:00,GE(34),1.0,,,
4944,0-203-0-11514,TMA,1929,21:00,GE(35),0.0,,,
4948,0-203-0-11514,TMA,1929,21:00,L(0),60.0,,,
4952,0-203-0-11514,TMA,1929,21:00,MAX,34.0,,,
4956,0-203-0-11514,TMA,1929,21:00,MIN,-17.7,,,
4960,0-203-0-11514,TMA,1930,21:00,AVG,14.0,,,
4964,0-203-0-11514,TMA,1930,21:00,GE(25),39.0,,,
4968,0-203-0-11514,TMA,1930,21:00,GE(30),11.0,,,
4972,0-203-0-11514,TMA,1930,21:00,GE(34),1.0,,,
4976,0-203-0-11514,TMA,1930,21:00,GE(35),0.0,,,
4980,0-203-0-11514,TMA,1930,21:00,L(0),13.0,,,
4984,0-203-0-11514,TMA,1930,21:00,MAX,34.4,,,
4988,0-203-0-11514,TMA,1930,21:00,MIN,-1.4,,,
4992,0-203-0-11514,TMA,1931,21:00,AVG,12.6,,,
4996,0-203-0-11514,TMA,1931,21:00,GE(25),49.0,,,
5000,0-203-0-11514,TMA,1931,21:00,GE(30),9.0,,,
5004,0-203-0-11514,TMA,1931,21:00,GE(34),0.0,,,
5008,0-203-0-11514,TMA,1931,21:00,GE(35),0.0,,,
5012,0-203-0-11514,TMA,1931,21:00,L(0),33.0,,,
5016,0-203-0-11514,TMA,1931,21:00,MAX,32.2,,,
5020,0-203-0-11514,TMA,1931,21:00,MIN,-5.5,,,
5024,0-203-0-11514,TMA,1932,21:00,AVG,13.5,,,
5028,0-203-0-11514,TMA,1932,21:00,GE(25),49.0,,,
5032,0-203-0-11514,TMA,1932,21:00,GE(30),12.0,,,
5036,0-203-0-11514,TMA,1932,21:00,GE(34),0.0,,,
5040,0-203-0-11514,TMA,1932,21:00,GE(35),0.0,,,
5044,0-203-0-11514,TMA,1932,21:00,L(0),21.0,,,
5048,0-203-0-11514,TMA,1932,21:00,MAX,33.4,,,
5052,0-203-0-11514,TMA,1932,21:00,MIN,-7.9,,,
5056,0-203-0-11514,TMA,1933,21:00,AVG,12.5,,,
5060,0-203-0-11514,TMA,1933,21:00,GE(25),33.0,,,
5064,0-203-0-11514,TMA,1933,21:00,GE(30),8.0,,,
5068,0-203-0-11514,TMA,1933,21:00,GE(34),1.0,,,
5072,0-203-0-11514,TMA,1933,21:00,GE(35),0.0,,,
5076,0-203-0-11514,TMA,1933,21:00,L(0),44.0,,,
5080,0-203-0-11514,TMA,1933,21:00,MAX,34.6,,,
5084,0-203-0-11514,TMA,1933,21:00,MIN,-11.4,,,
5088,0-203-0-11514,TMA,1934,21:00,AVG,15.1,,,
5092,0-203-0-11514,TMA,1934,21:00,GE(25),54.0,,,
5096,0-203-0-11514,TMA,1934,21:00,GE(30),8.0,,,
5100,0-203-0-11514,TMA,1934,21:00,GE(34),0.0,,,
5104,0-203-0-11514,TMA,1934,21:00,GE(35),0.0,,,
5108,0-203-0-11514,TMA,1934,21:00,L(0),13.0,,,
5112,0-203-0-11514,TMA,1934,21:00,MAX,33.2,,,
5116,0-203-0-11514,TMA,1934,21:00,MIN,-4.3,,,
5120,0-203-0-11514,TMA,1935,21:00,AVG,13.7,,,
5124,0-203-0-11514,TMA,1935,21:00,GE(25),58.0,,,
5128,0-203-0-11514,TMA,1935,21:00,GE(30),13.0,,,
5132,0-203-0-11514,TMA,1935,21:00,GE(34),2.0,,,
5136,0-203-0-11514,TMA,1935,21:00,GE(35),2.0,,,
5140,0-203-0-11514,TMA,1935,21:00,L(0),25.0,,,
5144,0-203-0-11514,TMA,1935,21:00,MAX,37.2,,,
5148,0-203-0-11514,TMA,1935,21:00,MIN,-6.4,,,
5152,0-203-0-11514,TMA,1936,21:00,AVG,13.2,,,
5156,0-203-0-11514,TMA,1936,21:00,GE(25),38.0,,,
5160,0-203-0-11514,TMA,1936,21:00,GE(30),2.0,,,
5164,0-203-0-11514,TMA,1936,21:00,GE(34),0.0,,,
5168,0-203-0-11514,TMA,1936,21:00,GE(35),0.0,,,
5172,0-203-0-11514,TMA,1936,21:00,L(0),11.0,,,
5176,0-203-0-11514,TMA,1936,21:00,MAX,33.4,,,
5180,0-203-0-11514,TMA,1936,21:00,MIN,-4.5,,,
5184,0-203-0-11514,TMA,1937,21:00,AVG,13.8,,,
5188,0-203-0-11514,TMA,1937,21:00,GE(25),51.0,,,
5192,0-203-0-11514,TMA,1937,21:00,GE(30),6.0,,,
5196,0-203-0-11514,TMA,1937,21:00,GE(34),0.0,,,
5200,0-203-0-11514,TMA,1937,21:00,GE(35),0.0,,,
5204,0-203-0-11514,TMA,1937,21:00,L(0),28.0,,,
5208,0-203-0-11514,TMA,1937,21:00,MAX,33.0,,,
5212,0-203-0-11514,TMA,1937,21:00,MIN,-6.6,,,
5216,0-203-0-11514,TMA,1938,21:00,AVG,14.0,,,
5220,0-203-0-11514,TMA,1938,21:00,GE(25),48.0,,,
5224,0-203-0-11514,TMA,1938,21:00,GE(30),9.0,,,
5228,0-203-0-11514,TMA,1938,21:00,GE(34),0.0,,,
5232,0-203-0-11514,TMA,1938,21:00,GE(35),0.0,,,
5236,0-203-0-11514,TMA,1938,21:00,L(0),20.0,,,
5240,0-203-0-11514,TMA,1938,21:00,MAX,32.2,,,
5244,0-203-0-11514,TMA,1938,21:00,MIN,-10.8,,,
5248,0-203-0-11514,TMA,1939,21:00,AVG,13.5,,,
5252,0-203-0-11514,TMA,1939,21:00,GE(25),54.0,,,
5256,0-203-0-11514,TMA,1939,21:00,GE(30),6.0,,,
5260,0-203-0-11514,TMA,1939,21:00,GE(34),0.0,,,
5264,0-203-0-11514,TMA,1939,21:00,GE(35),0.0,,,
5268,0-203-0-11514,TMA,1939,21:00,L(0),13.0,,,
5272,0-203-0-11514,TMA,1939,21:00,MAX,31.2,,,
5276,0-203-0-11514,TMA,1939,21:00,MIN,-11.5,,,
5280,0-203-0-11514,TMA,1940,21:00,AVG,11.5,,,
5284,0-203-0-11514,TMA,1940,21:00,GE(25),36.0,,,
5288,0-203-0-11514,TMA,1940,21:00,GE(30),2.0,,,
5292,0-203-0-11514,TMA,1940,21:00,GE(34),0.0,,,
5296,0-203-0-11514,TMA,1940,21:00,GE(35),0.0,,,
5300,0-203-0-11514,TMA,1940,21:00,L(0),63.0,,,
5304,0-203-0-11514,TMA,1940,21:00,MAX,31.4,,,
5308,0-203-0-11514,TMA,1940,21:00,MIN,-12.9,,,
5312,0-203-0-11514,TMA,1941,21:00,AVG,12.1,,,
5316,0-203-0-11514,TMA,1941,21:00,GE(25),38.0,,,
5320,0-203-0-11514,TMA,1941,21:00,GE(30),4.0,,,
5324,0-203-0-11514,TMA,1941,21:00,GE(34),0.0,,,
5328,0-203-0-11514,TMA,1941,21:00,GE(35),0.0,,,
5332,0-203-0-11514,TMA,1941,21:00,L(0),35.0,,,
5336,0-203-0-11514,TMA,1941,21:00,MAX,32.4,,,
5340,0-203-0-11514,TMA,1941,21:00,MIN,-9.2,,,
5344,0-203-0-11514,TMA,1942,21:00,AVG,12.5,,,
5348,0-203-0-11514,TMA,1942,21:00,GE(25),45.0,,,
5352,0-203-0-11514,TMA,1942,21:00,GE(30),11.0,,,
5356,0-203-0-11514,TMA,1942,21:00,GE(34),0.0,,,
5360,0-203-0-11514,TMA,1942,21:00,GE(35),0.0,,,
5364,0-203-0-11514,TMA,1942,21:00,L(0),49.0,,,
5368,0-203-0-11514,TMA,1942,21:00,MAX,31.5,,,
5372,0-203-0-11514,TMA,1942,21:00,MIN,-13.9,,,
5376,0-203-0-11514,TMA,1943,21:00,AVG,14.4,,,
5380,0-203-0-11514,TMA,1943,21:00,GE(25),47.0,,,
5384,0-203-0-11514,TMA,1943,21:00,GE(30),12.0,,,
5388,0-203-0-11514,TMA,1943,21:00,GE(34),6.0,,,
5392,0-203-0-11514,TMA,1943,21:00,GE(35),3.0,,,
5396,0-203-0-11514,TMA,1943,21:00,L(0),22.0,,,
5400,0-203-0-11514,TMA,1943,21:00,MAX,35.0,*,,
5404,0-203-0-11514,TMA,1943,21:00,MIN,-8.1,,,
5408,0-203-0-11514,TMA,1944,21:00,AVG,13.3,,,
5412,0-203-0-11514,TMA,1944,21:00,GE(25),54.0,,,
5416,0-203-0-11514,TMA,1944,21:00,GE(30),8.0,,,
5420,0-203-0-11514,TMA,1944,21:00,GE(34),0.0,,,
5424,0-203-0-11514,TMA,1944,21:00,GE(35),0.0,,,
5428,0-203-0-11514,TMA,1944,21:00,L(0),21.0,,,
5432,0-203-0-11514,TMA,1944,21:00,MAX,31.6,,,
5436,0-203-0-11514,TMA,1944,21:00,MIN,-8.9,,,
5440,0-203-0-11514,TMA,1945,21:00,AVG,14.1,,,
5444,0-203-0-11514,TMA,1945,21:00,GE(25),51.0,,,
5448,0-203-0-11514,TMA,1945,21:00,GE(30),11.0,,,
5452,0-203-0-11514,TMA,1945,21:00,GE(34),0.0,,,
5456,0-203-0-11514,TMA,1945,21:00,GE(35),0.0,,,
5460,0-203-0-11514,TMA,1945,21:00,L(0),26.0,,,
5464,0-203-0-11514,TMA,1945,21:00,MAX,33.5,,,
5468,0-203-0-11514,TMA,1945,21:00,MIN,-6.0,,,
5472,0-203-0-11514,TMA,1946,21:00,AVG,13.8,,,
5476,0-203-0-11514,TMA,1946,21:00,GE(25),47.0,,,
5480,0-203-0-11514,TMA,1946,21:00,GE(30),9.0,,,
5484,0-203-0-11514,TMA,1946,21:00,GE(34),1.0,,,
5488,0-203-0-11514,TMA,1946,21:00,GE(35),0.0,,,
5492,0-203-0-11514,TMA,1946,21:00,L(0),32.0,,,
5496,0-203-0-11514,TMA,1946,21:00,MAX,34.1,,,
5500,0-203-0-11514,TMA,1946,21:00,MIN,-10.8,,,
5504,0-203-0-11514,TMA,1947,21:00,AVG,14.1,,,
5508,0-203-0-11514,TMA,1947,21:00,GE(25),77.0,,,
5512,0-203-0-11514,TMA,1947,21:00,GE(30),27.0,,,
5516,0-203-0-11514,TMA,1947,21:00,GE(34),2.0,,,
5520,0-203-0-11514,TMA,1947,21:00,GE(35),0.0,,,
5524,0-203-0-11514,TMA,1947,21:00,L(0),50.0,,,
5528,0-203-0-11514,TMA,1947,21:00,MAX,34.9,,,
5532,0-203-0-11514,TMA,1947,21:00,MIN,-15.2,,,
5536,0-203-0-11514,TMA,1948,21:00,AVG,14.5,,,
5540,0-203-0-11514,TMA,1948,21:00,GE(25),42.0,,,
5544,0-203-0-11514,TMA,1948,21:00,GE(30),14.0,,,
5548,0-203-0-11514,TMA,1948,21:00,GE(34),0.0,,,
5552,0-203-0-11514,TMA,1948,21:00,GE(35),0.0,,,
5556,0-203-0-11514,TMA,1948,21:00,L(0),18.0,,,
5560,0-203-0-11514,TMA,1948,21:00,MAX,33.3,,,
5564,0-203-0-11514,TMA,1948,21:00,MIN,-4.1,*,,
5568,0-203-0-11514,TMA,1949,21:00,AVG,14.6,,,
5572,0-203-0-11514,TMA,1949,21:00,GE(25),54.0,,,
5576,0-203-0-11514,TMA,1949,21:00,GE(30),11.0,,,
5580,0-203-0-11514,TMA,1949,21:00,GE(34),1.0,,,
5584,0-203-0-11514,TMA,1949,21:00,GE(35),0.0,,,
5588,0-203-0-11514,TMA,1949,21:00,L(0),12.0,,,
5592,0-203-0-11514,TMA,1949,21:00,MAX,34.8,,,
5596,0-203-0-11514,TMA,1949,21:00,MIN,-4.2,,,
5600,0-203-0-11514,TMA,1950,21:00,AVG,14.1,,,
5604,0-203-0-11514,TMA,1950,21:00,GE(25),58.0,,,
5608,0-203-0-11514,TMA,1950,21:00,GE(30),13.0,,,
5612,0-203-0-11514,TMA,1950,21:00,GE(34),1.0,,,
5616,0-203-0-11514,TMA,1950,21:00,GE(35),1.0,,,
5620,0-203-0-11514,TMA,1950,21:00,L(0),31.0,,,
5624,0-203-0-11514,TMA,1950,21:00,MAX,35.7,,,
5628,0-203-0-11514,TMA,1950,21:00,MIN,-11.9,,,
5632,0-203-0-11514,TMA,1951,21:00,AVG,14.4,,,
5636,0-203-0-11514,TMA,1951,21:00,GE(25),56.0,,,
5640,0-203-0-11514,TMA,1951,21:00,GE(30),7.0,,,
5644,0-203-0-11514,TMA,1951,21:00,GE(34),0.0,,,
5648,0-203-0-11514,TMA,1951,21:00,GE(35),0.0,,,
5652,0-203-0-11514,TMA,1951,21:00,L(0),4.0,,,
5656,0-203-0-11514,TMA,1951,21:00,MAX,33.1,,,
5660,0-203-0-11514,TMA,1951,21:00,MIN,-3.5,,,
5664,0-203-0-11514,TMA,1952,21:00,AVG,13.4,,,
5668,0-203-0-11514,TMA,1952,21:00,GE(25),60.0,,,
5672,0-203-0-11514,TMA,1952,21:00,GE(30),19.0,,,
5676,0-203-0-11514,TMA,1952,21:00,GE(34),4.0,,,
5680,0-203-0-11514,TMA,1952,21:00,GE(35),2.0,,,
5684,0-203-0-11514,TMA,1952,21:00,L(0),17.0,,,
5688,0-203-0-11514,TMA,1952,21:00,MAX,35.6,,,
5692,0-203-0-11514,TMA,1952,21:00,MIN,-4.9,,,
5696,0-203-0-11514,TMA,1953,21:00,AVG,14.8,,,
5700,0-203-0-11514,TMA,1953,21:00,GE(25),66.0,,,
5704,0-203-0-11514,TMA,1953,21:00,GE(30),13.0,,,
5708,0-203-0-11514,TMA,1953,21:00,GE(34),0.0,,,
5712,0-203-0-11514,TMA,1953,21:00,GE(35),0.0,,,
5716,0-203-0-11514,TMA,1953,21:00,L(0),14.0,,,
5720,0-203-0-11514,TMA,1953,21:00,MAX,32.7,,,
5724,0-203-0-11514,TMA,1953,21:00,MIN,-6.0,,,
5728,0-203-0-11514,TMA,1954,21:00,AVG,13.2,,,
5732,0-203-0-11514,TMA,1954,21:00,GE(25),42.0,,,
5736,0-203-0-11514,TMA,1954,21:00,GE(30),5.0,,,
5740,0-203-0-11514,TMA,1954,21:00,GE(34),0.0,,,
5744,0-203-0-11514,TMA,1954,21:00,GE(35),0.0,,,
5748,0-203-0-11514,TMA,1954,21:00,L(0),36.0,,,
5752,0-203-0-11514,TMA,1954,21:00,MAX,32.4,,,
5756,0-203-0-11514,TMA,1954,21:00,MIN,-11.1,,,
5760,0-203-0-11514,TMA,1955,21:00,AVG,12.9,,,
5764,0-203-0-11514,TMA,1955,21:00,GE(25),45.0,,,
5768,0-203-0-11514,TMA,1955,21:00,GE(30),2.0,,,
5772,0-203-0-11514,TMA,1955,21:00,GE(34),0.0,,,
5776,0-203-0-11514,TMA,1955,21:00,GE(35),0.0,,,
5780,0-203-0-11514,TMA,1955,21:00,L(0),25.0,,,
5784,0-203-0-11514,TMA,1955,21:00,MAX,30.5,,,
5788,0-203-0-11514,TMA,1955,21:00,MIN,-7.6,,,
5792,0-203-0-11514,TMA,1956,21:00,AVG,12.2,,,
5796,0-203-0-11514,TMA,1956,21:00,GE(25),36.0,,,
5800,0-203-0-11514,TMA,1956,21:00,GE(30),1.0,,,
5804,0-203-0-11514,TMA,1956,21:00,GE(34),0.0,,,
5808,0-203-0-11514,TMA,1956,21:00,GE(35),0.0,,,
5812,0-203-0-11514,TMA,1956,21:00,L(0),43.0,,,
5816,0-203-0-11514,TMA,1956,21:00,MAX,30.0,,,
5820,0-203-0-11514,TMA,1956,21:00,MIN,-16.8,,,
5824,0-203-0-11514,TMA,1957,21:00,AVG,13.9,,,
5828,0-203-0-11514,TMA,1957,21:00,GE(25),39.0,,,
5832,0-203-0-11514,TMA,1957,21:00,GE(30),10.0,,,
5836,0-203-0-11514,TMA,1957,21:00,GE(34),4.0,,,
5840,0-203-0-11514,TMA,1957,21:00,GE(35),3.0,,,
5844,0-203-0-11514,TMA,1957,21:00,L(0),16.0,,,
5848,0-203-0-11514,TMA,1957,21:00,MAX,37.6,,,
5852,0-203-0-11514,TMA,1957,21:00,MIN,-5.3,,,
5856,0-203-0-11514,TMA,1958,21:00,AVG,13.5,,,
5860,0-203-0-11514,TMA,1958,21:00,GE(25),44.0,,,
5864,0-203-0-11514,TMA,1958,21:00,GE(30),3.0,,,
5868,0-203-0-11514,TMA,1958,21:00,GE(34),0.0,,,
5872,0-203-0-11514,TMA,1958,21:00,GE(35),0.0,,,
5876,0-203-0-11514,TMA,1958,21:00,L(0),14.0,,,
5880,0-203-0-11514,TMA,1958,21:00,MAX,33.5,,,
5884,0-203-0-11514,TMA,1958,21:00,MIN,-5.4,,,
5888,0-203-0-11514,TMA,1959,21:00,AVG,14.3,,,
5892,0-203-0-11514,TMA,1959,21:00,GE(25),48.0,,,
5896,0-203-0-11514,TMA,1959,21:00,GE(30),5.0,,,
5900,0-203-0-11514,TMA,1959,21:00,GE(34),3.0,,,
5904,0-203-0-11514,TMA,1959,21:00,GE(35),0.0,,,
5908,0-203-0-11514,TMA,1959,21:00,L(0),19.0,,,
5912,0-203-0-11514,TMA,1959,21:00,MAX,34.4,*,,
5916,0-203-0-11514,TMA,1959,21:00,MIN,-4.7,,,
5920,0-203-0-11514,TMA,1960,21:00,AVG,13.2,,,
5924,0-203-0-11514,TMA,1960,21:00,GE(25),31.0,,,
5928,0-203-0-11514,TMA,1960,21:00,GE(30),3.0,,,
5932,0-203-0-11514,TMA,1960,21:00,GE(34),0.0,,,
5936,0-203-0-11514,TMA,1960,21:00,GE(35),0.0,,,
5940,0-203-0-11514,TMA,1960,21:00,L(0),19.0,,,
5944,0-203-0-11514,TMA,1960,21:00,MAX,31.5,*,,
5948,0-203-0-11514,TMA,1960,21:00,MIN,-9.0,,,
5952,0-203-0-11514,TMA,1961,21:00,AVG,14.1,,,
5956,0-203-0-11514,TMA,1961,21:00,GE(25),35.0,,,
5960,0-203-0-11514,TMA,1961,21:00,GE(30),4.0,,,
5964,0-203-0-11514,TMA,1961,21:00,GE(34),0.0,,,
5968,0-203-0-11514,TMA,1961,21:00,GE(35),0.0,,,
5972,0-203-0-11514,TMA,1961,21:00,L(0),28.0,,,
5976,0-203-0-11514,TMA,1961,21:00,MAX,32.7,,,
5980,0-203-0-11514,TMA,1961,21:00,MIN,-11.1,,,
5984,0-203-0-11514,TMA,1962,21:00,AVG,12.5,,,
5988,0-203-0-11514,TMA,1962,21:00,GE(25),42.0,,,
5992,0-203-0-11514,TMA,1962,21:00,GE(30),5.0,,,
5996,0-203-0-11514,TMA,1962,21:00,GE(34),0.0,,,
6000,0-203-0-11514,TMA,1962,21:00,GE(35),0.0,,,
6004,0-203-0-11514,TMA,1962,21:00,L(0),31.0,,,
6008,0-203-0-11514,TMA,1962,21:00,MAX,33.6,,,
6012,0-203-0-11514,TMA,1962,21:00,MIN,-9.3,,,
6016,0-203-0-11514,TMA,1963,21:00,AVG,12.8,,,
6020,0-203-0-11514,TMA,1963,21:00,GE(25),48.0,,,
6024,0-203-0-11514,TMA,1963,21:00,GE(30),12.0,,,
6028,0-203-0-11514,TMA,1963,21:00,GE(34),0.0,,,
6032,0-203-0-11514,TMA,1963,21:00,GE(35),0.0,,,
6036,0-203-0-11514,TMA,1963,21:00,L(0),61.0,,,
6040,0-203-0-11514,TMA,1963,21:00,MAX,33.9,,,
6044,0-203-0-11514,TMA,1963,21:00,MIN,-10.6,,,
6048,0-203-0-11514,TMA,1964,21:00,AVG,13.4,,,
6052,0-203-0-11514,TMA,1964,21:00,GE(25),63.0,,,
6056,0-203-0-11514,TMA,1964,21:00,GE(30),16.0,,,
6060,0-203-0-11514,TMA,1964,21:00,GE(34),0.0,,,
6064,0-203-0-11514,TMA,1964,21:00,GE(35),0.0,,,
6068,0-203-0-11514,TMA,1964,21:00,L(0),37.0,,,
6072,0-203-0-11514,TMA,1964,21:00,MAX,33.2,,,
6076,0-203-0-11514,TMA,1964,21:00,MIN,-10.5,,,
6080,0-203-0-11514,TMA,1965,21:00,AVG,12.6,,,
6084,0-203-0-11514,TMA,1965,21:00,GE(25),28.0,,,
6088,0-203-0-11514,TMA,1965,21:00,GE(30),6.0,,,
6092,0-203-0-11514,TMA,1965,21:00,GE(34),1.0,,,
6096,0-203-0-11514,TMA,1965,21:00,GE(35),0.0,,,
6100,0-203-0-11514,TMA,1965,21:00,L(0),19.0,,,
6104,0-203-0-11514,TMA,1965,21:00,MAX,34.3,,,
6108,0-203-0-11514,TMA,1965,21:00,MIN,-2.4,*,,
6112,0-203-0-11514,TMA,1966,21:00,AVG,14.0,,,
6116,0-203-0-11514,TMA,1966,21:00,GE(25),39.0,,,
6120,0-203-0-11514,TMA,1966,21:00,GE(30),4.0,,,
6124,0-203-0-11514,TMA,1966,21:00,GE(34),0.0,,,
6128,0-203-0-11514,TMA,1966,21:00,GE(35),0.0,,,
6132,0-203-0-11514,TMA,1966,21:00,L(0),21.0,,,
6136,0-203-0-11514,TMA,1966,21:00,MAX,31.6,,,
6140,0-203-0-11514,TMA,1966,21:00,MIN,-6.6,*,,
6144,0-203-0-11514,TMA,1967,21:00,AVG,14.6,,,
6148,0-203-0-11514,TMA,1967,21:00,GE(25),49.0,,,
6152,0-203-0-11514,TMA,1967,21:00,GE(30),17.0,,,
6156,0-203-0-11514,TMA,1967,21:00,GE(34),1.0,,,
6160,0-203-0-11514,TMA,1967,21:00,GE(35),0.0,,,
6164,0-203-0-11514,TMA,1967,21:00,L(0),15.0,,,
6168,0-203-0-11514,TMA,1967,21:00,MAX,34.4,,,
6172,0-203-0-11514,TMA,1967,21:00,MIN,-8.5,,,
6176,0-203-0-11514,TMA,1968,21:00,AVG,13.6,,,
6180,0-203-0-11514,TMA,1968,21:00,GE(25),41.0,,,
6184,0-203-0-11514,TMA,1968,21:00,GE(30),5.0,,,
6188,0-203-0-11514,TMA,1968,21:00,GE(34),0.0,,,
6192,0-203-0-11514,TMA,1968,21:00,GE(35),0.0,,,
6196,0-203-0-11514,TMA,1968,21:00,L(0),24.0,,,
6200,0-203-0-11514,TMA,1968,21:00,MAX,33.1,,,
6204,0-203-0-11514,TMA,1968,21:00,MIN,-6.8,*,,
6208,0-203-0-11514,TMA,1969,21:00,AVG,13.2,,,
6212,0-203-0-11514,TMA,1969,21:00,GE(25),58.0,,,
6216,0-203-0-11514,TMA,1969,21:00,GE(30),13.0,,,
6220,0-203-0-11514,TMA,1969,21:00,GE(34),0.0,,,
6224,0-203-0-11514,TMA,1969,21:00,GE(35),0.0,,,
6228,0-203-0-11514,TMA,1969,21:00,L(0),46.0,,,
6232,0-203-0-11514,TMA,1969,21:00,MAX,33.6,,,
6236,0-203-0-11514,TMA,1969,21:00,MIN,-15.5,,,
6240,0-203-0-11514,TMA,1970,21:00,AVG,13.0,,,
6244,0-203-0-11514,TMA,1970,21:00,GE(25),48.0,,,
6248,0-203-0-11514,TMA,1970,21:00,GE(30),9.0,,,
6252,0-203-0-11514,TMA,1970,21:00,GE(34),0.0,,,
6256,0-203-0-11514,TMA,1970,21:00,GE(35),0.0,,,
6260,0-203-0-11514,TMA,1970,21:00,L(0),28.0,,,
6264,0-203-0-11514,TMA,1970,21:00,MAX,32.2,,,
6268,0-203-0-11514,TMA,1970,21:00,MIN,-4.9,,,
6272,0-203-0-11514,TMA,1971,21:00,AVG,13.9,,,
6276,0-203-0-11514,TMA,1971,21:00,GE(25),49.0,,,
6280,0-203-0-11514,TMA,1971,21:00,GE(30),17.0,,,
6284,0-203-0-11514,TMA,1971,21:00,GE(34),0.0,,,
6288,0-203-0-11514,TMA,1971,21:00,GE(35),0.0,,,
6292,0-203-0-11514,TMA,1971,21:00,L(0),23.0,,,
6296,0-203-0-11514,TMA,1971,21:00,MAX,33.9,,,
6300,0-203-0-11514,TMA,1971,21:00,MIN,-11.0,,,
6304,0-203-0-11514,TMA,1972,21:00,AVG,13.3,,,
6308,0-203-0-11514,TMA,1972,21:00,GE(25),31.0,,,
6312,0-203-0-11514,TMA,1972,21:00,GE(30),9.0,,,
6316,0-203-0-11514,TMA,1972,21:00,GE(34),0.0,,,
6320,0-203-0-11514,TMA,1972,21:00,GE(35),0.0,,,
6324,0-203-0-11514,TMA,1972,21:00,L(0),19.0,,,
6328,0-203-0-11514,TMA,1972,21:00,MAX,33.5,,,
6332,0-203-0-11514,TMA,1972,21:00,MIN,-6.9,,,
6336,0-203-0-11514,TMA,1973,21:00,AVG,13.8,,,
6340,0-203-0-11514,TMA,1973,21:00,GE(25),55.0,,,
6344,0-203-0-11514,TMA,1973,21:00,GE(30),7.0,,,
6348,0-203-0-11514,TMA,1973,21:00,GE(34),0.0,,,
6352,0-203-0-11514,TMA,1973,21:00,GE(35),0.0,,,
6356,0-203-0-11514,TMA,1973,21:00,L(0),10.0,,,
6360,0-203-0-11514,TMA,1973,21:00,MAX,31.4,,,
6364,0-203-0-11514,TMA,1973,21:00,MIN,-5.3,,,
6368,0-203-0-11514,TMA,1974,21:00,AVG,14.3,,,
6372,0-203-0-11514,TMA,1974,21:00,GE(25),26.0,,,
6376,0-203-0-11514,TMA,1974,21:00,GE(30),5.0,,,
6380,0-203-0-11514,TMA,1974,21:00,GE(34),1.0,,,
6384,0-203-0-11514,TMA,1974,21:00,GE(35),0.0,,,
6388,0-203-0-11514,TMA,1974,21:00,L(0),0.0,,,
6392,0-203-0-11514,TMA,1974,21:00,MAX,34.7,,,
6396,0-203-0-11514,TMA,1974,21:00,MIN,0.8,,,
6400,0-203-0-11514,TMA,1975,21:00,AVG,14.3,,,
6404,0-203-0-11514,TMA,1975,21:00,GE(25),60.0,,,
6408,0-203-0-11514,TMA,1975,21:00,GE(30),3.0,,,
6412,0-203-0-11514,TMA,1975,21:00,GE(34),0.0,,,
